title,provider,subject,school,language,course_hours,session,course_length(weeks along),review count interval(강의시작일 + 강의수업길이 + 1분기<3개월>),review_count (from session start to the interval),total_review_count,total_review_average,pace,certification_available,url
Statistics for Genomic Data Science,Coursera,Bioinformatics,Johns Hopkins University,English,5-7 hours a week,2016-07-04,4,2016-11-01,,3,4.666666667,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3478/coursera-statistics-for-genomic-data-science
Statistics for Genomic Data Science,Coursera,Bioinformatics,Johns Hopkins University,English,5-7 hours a week,2016-06-06,4,2016-10-04,,3,4.666666667,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3478/coursera-statistics-for-genomic-data-science
Statistics for Genomic Data Science,Coursera,Bioinformatics,Johns Hopkins University,English,5-7 hours a week,2016-04-11,4,2016-08-09,,3,4.666666667,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3478/coursera-statistics-for-genomic-data-science
Statistics for Genomic Data Science,Coursera,Bioinformatics,Johns Hopkins University,English,5-7 hours a week,2016-03-14,4,2016-07-11,,3,4.666666667,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3478/coursera-statistics-for-genomic-data-science
Statistics for Genomic Data Science,Coursera,Bioinformatics,Johns Hopkins University,English,5-7 hours a week,2016-02-15,4,2016-06-14,,3,4.666666667,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3478/coursera-statistics-for-genomic-data-science
Statistics for Genomic Data Science,Coursera,Bioinformatics,Johns Hopkins University,English,5-7 hours a week,2016-01-18,4,2016-05-15,,3,4.666666667,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3478/coursera-statistics-for-genomic-data-science
Statistics for Genomic Data Science,Coursera,Bioinformatics,Johns Hopkins University,English,5-7 hours a week,2015-12-07,4,2016-04-04,,3,4.666666667,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3478/coursera-statistics-for-genomic-data-science
Statistics for Genomic Data Science,Coursera,Bioinformatics,Johns Hopkins University,English,5-7 hours a week,2015-11-02,4,2016-02-29,,3,4.666666667,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3478/coursera-statistics-for-genomic-data-science
Statistics for Genomic Data Science,Coursera,Bioinformatics,Johns Hopkins University,English,5-7 hours a week,2015-10-05,4,2016-02-02,,3,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3478/coursera-statistics-for-genomic-data-science
Statistics for Genomic Data Science,Coursera,Bioinformatics,Johns Hopkins University,English,5-7 hours a week,2015-09-07,4,2016-01-05,,3,4.333333333,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3478/coursera-statistics-for-genomic-data-science
Statistics for Genomic Data Science,Coursera,Bioinformatics,Johns Hopkins University,English,5-7 hours a week,2015-08-03,4,2015-11-30,,3,3.666666667,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/3478/coursera-statistics-for-genomic-data-science
Strategic Management,Coursera,Management & Leadership,Copenhagen Business School,English,null,2016-07-04,4,2016-11-01,,3,3.666666667,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4279/coursera-strategic-management
Strategic Management,Coursera,Management & Leadership,Copenhagen Business School,English,null,2016-06-20,4,2016-10-18,,3,3.666666667,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4279/coursera-strategic-management
Strategic Management,Coursera,Management & Leadership,Copenhagen Business School,English,null,2016-06-06,4,2016-10-04,,3,3.666666667,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4279/coursera-strategic-management
Strategic Management,Coursera,Management & Leadership,Copenhagen Business School,English,null,2016-05-23,4,2016-09-20,,3,3.666666667,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4279/coursera-strategic-management
Strategic Management,Coursera,Management & Leadership,Copenhagen Business School,English,null,2016-05-09,4,2016-09-06,,3,3.666666667,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4279/coursera-strategic-management
Strategic Management,Coursera,Management & Leadership,Copenhagen Business School,English,null,2016-04-25,4,2016-08-23,,3,3.666666667,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4279/coursera-strategic-management
Strategic Management,Coursera,Management & Leadership,Copenhagen Business School,English,null,2016-04-11,4,2016-08-09,,3,3.333333333,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4279/coursera-strategic-management
Strategic Management,Coursera,Management & Leadership,Copenhagen Business School,English,null,2016-03-28,4,2016-07-25,,3,3.333333333,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4279/coursera-strategic-management
Strategic Management,Coursera,Management & Leadership,Copenhagen Business School,English,null,2016-03-14,4,2016-07-11,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4279/coursera-strategic-management
Strategic Management,Coursera,Management & Leadership,Copenhagen Business School,English,null,2016-02-29,4,2016-06-28,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4279/coursera-strategic-management
Strategic Management,Coursera,Management & Leadership,Copenhagen Business School,English,null,2016-02-15,4,2016-06-14,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4279/coursera-strategic-management
Strategic Management,Coursera,Management & Leadership,Copenhagen Business School,English,null,2016-02-01,4,2016-05-29,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4279/coursera-strategic-management
Strategic Management,Coursera,Management & Leadership,Copenhagen Business School,English,null,2016-01-18,4,2016-05-15,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4279/coursera-strategic-management
Strategic Management,Coursera,Management & Leadership,Copenhagen Business School,English,null,2016-01-04,4,2016-05-01,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4279/coursera-strategic-management
Strategic Management,Coursera,Management & Leadership,Copenhagen Business School,English,null,2015-12-21,4,2016-04-18,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4279/coursera-strategic-management
Strategic Management,Coursera,Management & Leadership,Copenhagen Business School,English,null,2015-12-07,4,2016-04-04,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4279/coursera-strategic-management
Strategic Management,Coursera,Management & Leadership,Copenhagen Business School,English,null,2015-11-23,4,2016-03-21,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4279/coursera-strategic-management
Strategic Management,Coursera,Management & Leadership,Copenhagen Business School,English,null,2015-11-09,4,2016-03-07,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4279/coursera-strategic-management
Strategic Management,Coursera,Management & Leadership,Copenhagen Business School,English,null,2015-10-26,4,2016-02-23,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4279/coursera-strategic-management
Strategic Management,Coursera,Management & Leadership,Copenhagen Business School,English,null,2015-10-12,4,2016-02-09,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4279/coursera-strategic-management
Strategic Management,Coursera,Management & Leadership,Copenhagen Business School,English,null,2015-09-28,4,2016-01-26,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4279/coursera-strategic-management
Strategic Management,Coursera,Management & Leadership,Copenhagen Business School,English,null,2015-09-14,4,2016-01-12,,2,3,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4279/coursera-strategic-management
Introduction to Public Relations,Coursera,Marketing,National University of Singapore,English,null,2016-07-04,4,2016-11-01,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4192/coursera-introduction-to-public-relations
Introduction to Public Relations,Coursera,Marketing,National University of Singapore,English,null,2016-06-20,4,2016-10-18,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4192/coursera-introduction-to-public-relations
Introduction to Public Relations,Coursera,Marketing,National University of Singapore,English,null,2016-06-06,4,2016-10-04,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4192/coursera-introduction-to-public-relations
Introduction to Public Relations,Coursera,Marketing,National University of Singapore,English,null,2016-05-23,4,2016-09-20,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4192/coursera-introduction-to-public-relations
Introduction to Public Relations,Coursera,Marketing,National University of Singapore,English,null,2016-04-11,4,2016-08-09,,2,4,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4192/coursera-introduction-to-public-relations
Introduction to Public Relations,Coursera,Marketing,National University of Singapore,English,null,2016-03-28,4,2016-07-25,,2,4,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4192/coursera-introduction-to-public-relations
Introduction to Public Relations,Coursera,Marketing,National University of Singapore,English,null,2016-03-14,4,2016-07-11,,2,4,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4192/coursera-introduction-to-public-relations
Introduction to Public Relations,Coursera,Marketing,National University of Singapore,English,null,2016-02-29,4,2016-06-28,,2,4,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4192/coursera-introduction-to-public-relations
Introduction to Public Relations,Coursera,Marketing,National University of Singapore,English,null,2016-02-15,4,2016-06-14,,2,4,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4192/coursera-introduction-to-public-relations
Introduction to Public Relations,Coursera,Marketing,National University of Singapore,English,null,2016-02-01,4,2016-05-29,,2,4,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4192/coursera-introduction-to-public-relations
Introduction to Public Relations,Coursera,Marketing,National University of Singapore,English,null,2016-01-18,4,2016-05-15,,2,4,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4192/coursera-introduction-to-public-relations
Introduction to Public Relations,Coursera,Marketing,National University of Singapore,English,null,2016-01-04,4,2016-05-01,,2,2,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4192/coursera-introduction-to-public-relations
Introduction to Public Relations,Coursera,Marketing,National University of Singapore,English,null,2015-12-21,4,2016-04-18,,2,2,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4192/coursera-introduction-to-public-relations
Introduction to Public Relations,Coursera,Marketing,National University of Singapore,English,null,2015-12-07,4,2016-04-04,,2,2,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4192/coursera-introduction-to-public-relations
Introduction to Public Relations,Coursera,Marketing,National University of Singapore,English,null,2015-11-23,4,2016-03-21,,2,2,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4192/coursera-introduction-to-public-relations
Introduction to Public Relations,Coursera,Marketing,National University of Singapore,English,null,2015-11-09,4,2016-03-07,,2,2,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4192/coursera-introduction-to-public-relations
Introduction to Public Relations,Coursera,Marketing,National University of Singapore,English,null,2015-10-26,4,2016-02-23,,2,2,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4192/coursera-introduction-to-public-relations
Introduction to Public Relations,Coursera,Marketing,National University of Singapore,English,null,2015-10-12,4,2016-02-09,,2,2,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4192/coursera-introduction-to-public-relations
Introduction to Public Relations,Coursera,Marketing,National University of Singapore,English,null,2015-09-28,4,2016-01-26,,2,2,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4192/coursera-introduction-to-public-relations
Introduction to Public Relations,Coursera,Marketing,National University of Singapore,English,null,2015-09-14,4,2016-01-12,,2,2,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/4192/coursera-introduction-to-public-relations
Robotics: Aerial Robotics,Coursera,Mechanical Engineering,University of Pennsylvania,English,null,2016-07-04,4,2016-11-01,,2,2,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/5025/coursera-robotics-aerial-robotics
Robotics: Aerial Robotics,Coursera,Mechanical Engineering,University of Pennsylvania,English,null,2016-06-06,4,2016-10-04,,2,2,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/5025/coursera-robotics-aerial-robotics
Robotics: Aerial Robotics,Coursera,Mechanical Engineering,University of Pennsylvania,English,null,2016-05-09,4,2016-09-06,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/5025/coursera-robotics-aerial-robotics
Robotics: Aerial Robotics,Coursera,Mechanical Engineering,University of Pennsylvania,English,null,2016-04-11,4,2016-08-09,,2,4.5,Upcoming,Paid Certificate Available,https://www.class-central.com/mooc/5025/coursera-robotics-aerial-robotics
